成分,C,Si,Mn,P,S,Pb,,,,,,,,,,
最小值,0.57,0.1,0.7,-,0.18,0.15,,,,,,,,,,
最大值,0.65,0.3,1.1,0.06,0.25,0.35,,,,,,,,,,
条件,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,硬度 HBW,,,,,,,,,,,
"棒材, 半成品, 线材；t≤10",热作 (U)或热作及去皮(U+SH),670~880,,,≤269,,,,,,,,,,,
"棒材, 半成品, 线材；10<t≤16",热作 (U)或热作及去皮(U+SH),670~880,,,≤269,,,,,,,,,,,
"棒材, 半成品, 线材；16<t≤40",热作 (U)或热作及去皮(U+SH),660~870,,,≤261,,,,,,,,,,,
"棒材, 半成品, 线材；40<t≤63",热作 (U)或热作及去皮(U+SH),650~860,,,≤261,,,,,,,,,,,
"棒材, 半成品, 线材；63<t≤100",热作 (U)或热作及去皮(U+SH),640~840,,,≤255,,,,,,,,,,,
"棒材, 半成品, 线材；t≤10",冷拔（K）,*830~1080,*≥645,*≥5,,,,,,,,,,,,
"棒材, 半成品, 线材；10<d≤16",冷拔（K）,*780~1030,*≥540,*≥6,,,,,,,,,,,,
"棒材, 半成品, 线材；16<d≤40",冷拔（K）,*740~930,*≥430,*≥7,,,,,,,,,,,,
"棒材, 半成品, 线材；40<d≤63",冷拔（K）,*710~900,*≥355,*≥8,,,,,,,,,,,,
"棒材, 半成品, 线材；63<d≤100",冷拔（K）,*640~880,*≥335,*≥9,,,,,,,,,,,,
"棒材, 半成品, 线材；d≤63",冷拔及消除应力 (K+S),≤850,,,,,,,,,,,,,,
"棒材, 半成品, 线材；t≤10",去皮及调质(SH+V)或冷拔及调质(K+V),830~980,≥570,≥7,,,,,,,,,,,,
"棒材, 半成品, 线材；10<d≤16",去皮及调质(SH+V)或冷拔及调质(K+V),830~980,≥570,≥8,,,,,,,,,,,,
"棒材, 半成品, 线材；16<d≤40",去皮及调质(SH+V)或冷拔及调质(K+V),780~930,≥490,≥10,,,,,,,,,,,,
"棒材, 半成品, 线材；40<d≤100",去皮及调质(SH+V)或冷拔及调质(K+V),740~880,≥450,≥11,,,,,,,,,,,,
牌号,C40E,,,,,,,,,,,,,,,
对应标准,DIN EN ISO 683-1-2018 热处理钢、合金钢和易切削钢 -- 第1部分：调质非合金钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,高级优质非合金钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,,,,,,,,,,
最小值,0.37,0.1,0.5,-,-,-,,,,,,,,,,
最大值,0.44,0.4,0.8,0.025,0.035,0.4,,,,,,,,,,
直径d 或 厚度t mm,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,断面收缩率ψ %,冲击吸收能量KV2 J,,,,,,,,,,
d≤16; t≤8,调质（QT）,650~800,≥460,≥16,≥35,≥20,,,,,,,,,,
16＜d≤40；8＜t≤20,调质（QT）,630~780,≥400,≥18,≥40,≥20,,,,,,,,,,
40＜d≤100；20＜t≤60,调质（QT）,600~750,≥350,≥19,≥45,≥20,,,,,,,,,,
d≤16；t≤16,正火（N）,≥580,≥320,≥16,,,,,,,,,,,,
16<d≤100；16＜t≤100,正火（N）,≥550,≥290,≥17,,,Ni,Cu,Mo,更多,,,,,,
100<d≤250；100＜t≤250,正火（N）,≥530,≥260,≥17,,,-,-,-,Cr+Mo+Ni≤0.63,,,,,,
牌号,C15R,,,,,,0.4,0.3,0.1,Cr+Mo+Ni≤0.63,,,,,,
德国W-Nr.,1.114,,,,,,,,,,,,,,,
对应标准,DIN EN 10084-2008 表面硬化钢—技术交货条件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,,
最小值,0.12,-,0.3,-,0.02,,,,,,,,,,,
最大值,0.18,0.4,0.6,0.035,0.04,,,,,,,,,,,
条件,热处理或状态,硬度 HBW,,,,,,,,,,,,,,
所有产品形状,软化退火(+A),≤143,,,,,,,,,,,,,,
扁钢,正火(+N),95~150,,,,,,,,,,,,,,
美国UNS,G11180,,,,,,,,,,,,,,,
ASTM  型号或牌号,1118,,,,,,,,,,,,,,,
对应标准,ASTM A29/A29M-2020 热锻碳素钢和合金钢棒材一般要求标准规范,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,易切削性,,,,,,,,,,,,,,,
标签,硫处理碳素钢  易切削钢,,,,,,,,,,,,,,,
成分,C,Mn,P,S,,,,,,,,,,,,
最小值,0.14,1.3,-,0.08,,,,,,,,,,,,
最大值,0.2,1.6,0.04,0.13,,,,,,,,,,,,
牌号,F563M Class 10,,,,,,,,,,,,,,,
对应标准,ASTM F563M-2007(R2013) 米制碳钢和合金钢螺母标准规范,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
Unnamed: 0,成分,C,Mn,P,S,,,,,,,,,,,
heat Analysis,最小值,-,0.3,-,-,,,,,,,,,,,
heat Analysis,最大值,0.55,-,0.04,0.05,,,,,,,,,,,
硬度 HBW,,,,,,,,,,,,,,,,
HRC26~36,,,,,,,,,,,,,,,,
牌号,SWRCH08A,,,,,,,,,,,,,,,
对应标准,企标,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,锻压性,,,,,,,,,,,,,,,
标签,铝镇静钢  塑性好,,,,,,,,,,,,,,,
说明,该牌号线材主要用于制造螺栓、螺柱、螺钉、螺母、自攻螺钉、销、铆钉等紧固件或标准件以及冷冲压成型件,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Al,,,,,,,,,,
最小值,-,-,-,-,-,-,,,,,,,,,,
最大值,0.1,0.1,0.6,0.03,0.035,0.02,,,,,,,,,,
牌号,1053,,,,,,,,,,,,,,,
美国UNS,G10530,,,,,,,,,,,,,,,
对应标准,SAE J403-2014 碳钢的化学成分,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
说明,•“Flat Rolled Products”适用于结构型材、板材、带材、薄板和焊管。 •“Long Products”适用于锻造、热轧和冷加工棒材、盘条和无缝管的半成品。,,,,,,,,,,,,,,,
Unnamed: 0,成分,C,Mn,P,S,,,,,,,,,,,
Flat Rolled Products,最小值,0.48,0.7,-,-,,,,,,,,,,,
Flat Rolled Products,最大值,0.55,1,0.03,0.035,,,,,,,,,,,
牌号,36SMnPb14,,,,,,,,,,,,,,,
欧标钢号,1.0765,,,,,,,,,,,,,,,
对应标准,EN 10277-2018 光亮产品-发货技术条件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,易切削性,,,,,,,,,,,,,,,
标签,易切削淬火和回火钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Pb,,,,,,,,,,
最小值,0.32,-,1.3,-,0.1,0.15,,,,,,,,,,
最大值,0.39,0.4,1.7,0.06,0.18,0.35,,,,,,,,,,
厚度 t mm,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,硬度 HBW,,,,,,,,,,,
5≤t≤10,冷拉（+C）,660~960,≥500,≥6,,,,,,,,,,,,
10<t≤16,冷拉（+C）,620~920,≥440,≥6,,,,,,,,,,,,
16<t≤40,冷拉（+C）,600~900,≥390,≥7,,,,,,,,,,,,
40<t≤63,冷拉（+C）,580~840,≥360,≥8,,,,,,,,,,,,
63<t≤100,冷拉（+C）,560~820,≥340,≥9,,,,,,,,,,,,
16<t≤40,轧制及去皮(+SH),560~750,,,≤219,,,,,,,,,,,
40<t≤63,轧制及去皮(+SH),560~740,,,≤216,,,,,,,,,,,
63<t≤100,轧制及去皮(+SH),550~740,,,≤216,,,,,,,,,,,
16<t≤40,"淬火及回火,剥皮(+QT+SH)",670~820,≥420,≥15,,,,,,,,,,,,
40<t≤63,"淬火及回火,剥皮(+QT+SH)",640~790,≥400,≥16,,,,,,,,,,,,
63<t≤100,"淬火及回火,剥皮(+QT+SH)",570~720,≥360,≥17,,,,,,,,,,,,
5≤t≤10,"淬火及回火,冷拉(+QT+C)",750~1000,≥525,≥6,,,,,,,,,,,,
10<t≤16,"淬火及回火,冷拉(+QT+C)",740~990,≥520,≥6,,,,,,,,,,,,
16<t≤40,"淬火及回火,冷拉(+QT+C)",720~970,≥505,≥8,,,,,,,,,,,,
40<t≤63,"淬火及回火,冷拉(+QT+C)",680~930,≥475,≥9,,,,,,,,,,,,
63<t≤100,"淬火及回火,冷拉(+QT+C)",580~840,≥405,≥9,,,,,,,,,,,,
牌号,SWRCH25K,,,,,,,,,,,,,,,
对应标准,JIS G 3507-1-2010 冷镦用碳钢 盘条,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,锻压性,,,,,,,,,,,,,,,
标签,镇静钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,,,,,,,,,,
最小值,0.22,0.1,0.3,-,-,-,,,,,,,,,,
最大值,0.28,0.35,0.6,0.03,0.035,0.2,,,,,,,,,,
牌号,S275J0,,,,,,,,,,,,,,,
欧标钢号,1.0143,,,,,,,,,,,,,,,
对应标准,EN 10025-2-2019 热轧结构钢产品 - 第2部分：非合金结构钢的交货技术条件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,不允许沸腾钢,,,,,,,,,,,,,,,
说明,①本标准说明了扁长产品及半成品的技术供货条件，规定了明确的供货条款下，按照化学成分表及机械性能表中给出热轧非合金优质钢平板和长形产品的组别和等级。此标准也对三种工程类用钢做了补充说明。此标准不适用于中空型材结构和管材。 ②本技术供货条件适用于： ——对于S460JR、J0、J2、K2和S500J0的长形产品，厚度为≥3mm和≤150mm; ——对于质量级别JR、J0、J2和K2的板材产品，厚度≤400mm; ——对于其他强度等级和质量级别的板材和长形产品，厚度≤250mm。 ③除在+N(正火状态)条件下供货的产品外，此标准中说明的钢制品未经热处理。允许进行消除应力退火。在+N条件下供货的产品可进行热成形和/或供货后正火。 ④按照此标准要求转换成轧制品的半成品需要按照订货时的协议。化学成分需要在订货时协商确定，但是也应该在化学成分表的范围内。 ⑤对于特殊要求的等级和产品形式应在订货时做出说明。,,,,,,Ni,Cu,,,,,,,,
密度,7.85 g/cm3,,,,,,-,-,,,,,,,,
Unnamed: 0,成分,C,Mn,P,S,Cr,0.2,0.3,,,,,,,,
t≤150,最小值,-,-,-,-,-,,,,,,,,,,
t≤150,最大值,0.18,1.5,0.03,0.03,0.29,,,,,,,,,,
条件,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,冲击吸收能量KV2 J,,,,,,,,,,,,
长材和扁平材; t≤1,430~580,≥275,≥15,0°C≥27,,,,,,,,,,,,
长材和扁平材; 1<t≤1.5,430~580,≥275,≥16,≥27,,,,,,,,,,,,
长材和扁平材; 1.5<t≤2,430~580,≥275,≥17,≥27,,,,,,,,,,,,
长材和扁平材; 2<t≤2.5,430~580,≥275,≥18,≥27,,,,,,,,,,,,
长材和扁平材; 2.5<t<3,430~580,≥275,≥19,≥27,,,Ni,Cu,Mo,N,,,,,,
长材和扁平材; 3≤t≤16,410~560,≥275,≥23,≥27,,,-,-,-,-,,,,,,
长材和扁平材; 16<t≤40,410~560,≥265,≥23,≥27,,,0.42,0.55,0.11,0.012,,,,,,
长材和扁平材; 40<t≤63,410~560,≥255,≥22,≥27,,,,,,,,,,,,
长材和扁平材; 63<t≤80,410~560,≥245,≥21,≥27,,,,,,,,,,,,
长材和扁平材; 80<t≤100,410~560,≥235,≥21,≥27,,,,,,,,,,,,
长材和扁平材; 100<t≤150,400~540,≥225,≥19,≥27,,,,,,,,,,,,
长材和扁平材; 150<t≤200,380~540,≥215,≥18,≥27,,,,,,,,,,,,
长材和扁平材; 200<t≤250,380~540,≥205,≥18,≥27,,,,,,,,,,,,
长材和扁平材; 250<t≤400,330~540,≥195,≥18,≥27,,,,,,,,,,,,
美国UNS,G10590,,,,,,,,,,,,,,,
ASTM  型号或牌号,1059,,,,,,,,,,,,,,,
对应标准,ASTM A29/A29M-2020 热锻碳素钢和合金钢棒材一般要求标准规范,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,锻压性,,,,,,,,,,,,,,,
标签,非硫处理碳素钢,,,,,,,,,,,,,,,
成分,C,Mn,P,S,,,,,,,,,,,,
最小值,0.55,0.5,-,-,,,,,,,,,,,,
最大值,0.65,0.8,0.04,0.05,,,,,,,,,,,,
美国UNS,G15720,,,,,,,,,,,,,,,
ASTM  型号或牌号,1572,,,,,,,,,,,,,,,
旧牌号,1072,,,,,,,,,,,,,,,
对应标准,ASTM A29/A29M-2020 热锻碳素钢和合金钢棒材一般要求标准规范,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,弹性,,,,,,,,,,,,,,,
标签,高锰碳钢,,,,,,,,,,,,,,,
说明,锰提高淬透性，φ12mm的钢材油中可以淬透，表面脱碳倾向比硅钢小，经热处理后的综合力学性能优于碳钢，但有过热敏感性和回火脆性。用作小尺寸各种扁、圆弹簧、座垫弹簧、弹簧发条，也可制作弹簧环、气门簧、离合器簧片、刹车弹簧及冷拔钢丝冷卷螺旋弹簧。,,,,,,,,,,,,,,,
成分,C,Mn,P,S,,,,,,,,,,,,
最小值,0.65,1,-,-,,,,,,,,,,,,
最大值,0.76,1.3,0.04,0.05,,,,,,,,,,,,
牌号,260Y,,,,,,,,,,,,,,,
对应标准,ISO 13887-2017 具有更高的屈服强度和更好的成形性冷轧薄钢板,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,S,Cr,Ni,,,,,,,,,,
最小值,-,-,-,-,-,-,,,,,,,,,,
最大值,0.08,0.5,0.6,0.025,0.15,0.2,,,,,,,,,,
抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,,,,,,,,,,,,,,
≥350,≥260,标称长度=50mm≥28,,,,,,,,,,,,,,
牌号,C45E,,,,,,,,,,,,,,,
对应标准,ISO 683-18-2014 热处理钢、合金钢和易切削钢 -- 第18部分：光面钢制品,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Cu,Mo,Ti ①,V ①②,Nb ①,更多,,,,
最小值,0.42,0.1,0.5,-,-,-,-,-,-,-,-,Cu+Ni+Cr+Mo≤0.50；Cr+Mo≤0.16,,,,
最大值,0.5,0.4,0.8,0.025,0.035,0.4,0.2,0.06,0.008,0.008,0.008,Cu+Ni+Cr+Mo≤0.50；Cr+Mo≤0.16,,,,
厚度 t mm,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,硬度 HBW,冲击吸收能量KV2 J,,,,,,,,,,
5≤t≤10,Cold drawn (+C),750~1050,≥565,≥5,,,,,,,,,,,,
10＜t≤16,Cold drawn (+C),710~1030,≥500,≥6,,,,,,,,,,,,
16＜t≤40,Cold drawn (+C),650~1000,≥410,≥7,,,,,,,,,,,,
40＜t≤63,Cold drawn (+C),630~900,≥360,≥8,,,,,,,,,,,,
63＜t≤100,Cold drawn (+C),580~850,≥310,≥8,,,Ni,Cu,Mo,更多,,,,,,
16＜t≤100,As-rolled + peeled (+SH),580~820,,,172~241,,-,-,-,Cr+Mo+Ni≤0.63,,,,,,
16＜t≤40,Quenched and tempered and peeled (+QT+SH),650~800,≥430,≥16,,≥25,0.4,0.3,0.1,Cr+Mo+Ni≤0.63,,,,,,
40＜t≤100,Quenched and tempered and peeled (+QT+SH),630~780,≥370,≥17,,≥25,,,,,,,,,,
5≤t≤10,Quenched and tempered + cold drawn (+QT +C),850~1050,≥595,≥8,,,,,,,,,,,,
10＜t≤16,Quenched and tempered + cold drawn (+QT +C),810~1010,≥565,≥8,,,,,,,,,,,,
16＜t≤40,Quenched and tempered + cold drawn (+QT +C),700~900,≥525,≥9,,,,,,,,,,,,
40＜t≤63,Quenched and tempered + cold drawn (+QT +C),650~850,≥455,≥10,,,,,,,,,,,,
63＜t≤100,Quenched and tempered + cold drawn (+QT +C),650~850,≥455,≥11,,,,,,,,,,,,
牌号,C35EC,,,,,,,,,,,,,,,
德国W-Nr.,1.1172,,,,,,,,,,,,,,,
旧牌号,Cq 35,,,,,,,,,,,,,,,
对应标准,DIN EN 10263-4-2017 钢棒，冷镦和冷挤压棒材和线材 - 第4部分：交货技术条件：淬火和回火钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,锻压性,,,,,,,,,,,,,,,
说明,本标准代替DIN 1654-4-1989；Cq 35是DIN 1654-4的牌号 ①本标准适用于直径不超过100mm的非合金和合金钢圆棒、圆杆和圆线材，用于冷镦、冷挤压及随后的淬火和回火 ②本标准代替DIN 1654-4-1989,,,,,,,,,,,,,,,
成分,C ⓓ,Si ⓔ,Mn,P,S,Cu,,,,,,,,,,
最小值,0.32,-,0.5,-,-,-,,,,,,,,,,
最大值,0.39,0.3,0.8,0.025,0.025,0.25,,,,,,,,,,
条件,热处理或状态,抗拉强度σb Mpa,断面收缩率ψ %,,,,,,,,,,,,,
"棒材,线材;2<d≤5",未经处理及冷拔及球化处理 (+U+C+AC),≤550,≥62,,,,,,,,,,,,,
"棒材,线材;5<d≤40",未经处理及冷拔及球化处理 (+U+C+AC),≤540,≥62,,,,,,,,,,,,,
"棒材,线材;2<d≤5",未经处理及冷拔及球化处理及调质轧制 (+U+C+AC+LC),≤590,≥60,,,,,,,,,,,,,
"棒材,线材;5<d≤40",未经处理及冷拔及球化处理及调质轧制 (+U+C+AC+LC),≤580,≥60,,,,,,,,,,,,,
"棒材,杆材;5<d≤40",球化处理或球化处理及旋剥 (+AC或+AC+PE),≤560,≥60,,,,,,,,,,,,,
"棒材,线材;5＜d≤10",球化处理及冷拔 (+AC+C),≤670,,,,,,,,,,,,,,
"棒材,线材;10<d≤40",球化处理及冷拔 (+AC+C),≤660,,,,,,,,,,,,,,
牌号,PL 26,,,,,,,,,,,,,,,
对应标准,ISO 9329-3-1997 具有规定低温性能的非合金钢和合金钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Al,,,,,,,,,,
最小值,-,-,0.8,-,-,-,,,,,,,,,,
最大值,0.2,0.35,1.4,0.03,0.025,0.015,,,,,,,,,,
厚度 t mm,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,,,,,,,,,,,,
t≤13,正火,460~580,≥265,21,,,,,,,,,,,,
13＜L≤25,正火,460~580,≥275,21,,,,,,,,,,,,
牌号,SWCH 30K,,,,,,,,,,,,,,,
对应标准,JIS G 3507-2-2005 冷镦碳钢 - 第2部分：线材,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,锻压性,,,,,,,,,,,,,,,
标签,镇静钢,,,,,,,,,,,,,,,
说明,①本标准规定了冷镦用碳钢钢丝，用于制造各种类型的螺钉(如螺栓、螺母、铆钉、机螺钉、自攻螺钉等)和用冷镦制造的各种零件。 ②用于制造本标准钢丝的盘条应符合JIS G 3507-1的规定。,,,,,,,,,,,,,,,
条件,热处理或状态,抗拉强度σb Mpa,断面收缩率ψ %,硬度 HBW,,,,,,,,,,,,
线材,冷作前球化退火（DA）,≤620,≥55,HRB≤92,,,,,,,,,,,,
牌号,C20E2C,,,,,,,,,,,,,,,
欧标钢号,1.1152,,,,,,,,,,,,,,,
对应标准,EN 10263-3-2017 冷镦和冷挤压用棒、杆、线材-第3部分：交货条件表面硬化钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,渗碳钢,,,,,,,,,,,,,,,
说明,1.本标准适用于直径不超过100mm的非合金和合金钢圆棒、圆杆和线材，用于冷镦、冷挤压和表面硬化钢 2. EN 10263- 1:2017 对于本标准是必不可少的。,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cu,,,,,,,,,,
最小值,0.18,-,0.3,-,-,-,,,,,,,,,,
最大值,0.22,0.3,0.6,0.025,0.025,0.25,,,,,,,,,,
条件,热处理或状态,抗拉强度σb Mpa,断面收缩率ψ %,,,,,,,,,,,,,
"棒材, 杆材, 线材;5<d≤100",未经处理或去皮 (+U或+PE),≤530,≥58,,,,,,,,,,,,,
"棒材, 杆材, 线材;5<d≤100",球化处理或球化处理及去皮(+AC或+AC+PE),≤470,≥65,,,,,,,,,,,,,
"棒材, 线材;5<d≤10",未经处理及冷拔(+U+C),≤640,≥56,,,,,,,,,,,,,
"棒材, 线材;10<d≤40",未经处理及冷拔(+U+C),≤630,≥56,,,,,,,,,,,,,
"棒材, 线材;2<d≤5",未经处理及冷拔及球化处理(+U+C+AC),≤460,≥67,,,,,,,,,,,,,
"棒材, 线材;5<d≤40",未经处理及冷拔及球化处理(+U+C+AC),≤450,≥67,,,,,,,,,,,,,
"棒材, 线材;2<d≤5",未经处理及冷拔及球化处理及调质轧制(+U+C+AC+LC),≤500,≥65,,,,,,,,,,,,,
"棒材, 线材;5<d≤40",未经处理及冷拔及球化处理及调质轧制(+U+C+AC+LC),≤490,≥65,,,,,,,,,,,,,
"棒材, 线材;5<d≤10",球化处理及冷拔 (+AC+C),≤580,≥62,,,,,,,,,,,,,
"棒材, 线材;10<d≤40",球化处理及冷拔 (+AC+C),≤570,≥62,,,,,,,,,,,,,
牌号,C35E,,,,,,,,,,,,,,,
德国W-Nr.,1.1181,,,,,,,,,,,,,,,
对应标准,DIN EN 10269-2014 规定高温和/或低温性能的紧固件用钢和镍合金,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,调质型钢,,,,,,,,,,,,,,,
说明,—本欧洲标准规定了非合金和合金(包括不锈钢)钢和镍合金制成的在高温和/或低温下具有指定性能的紧固件的半成品、棒材的要求。 —本标准的要求也适用于成品紧固件 —EN 10021中的一般交货技术条件也适用于按照本标准提供的产品。,,,,,,,,,,,,,,,
密度,7.85 g/cm3,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S *,Cr,,,,,,,,,,
最小值,0.32,-,0.5,-,-,-,,,,,,,,,,
最大值,0.39,0.4,0.8,0.03,0.015,0.4,,,,,,,,,,
直径 d mm,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,断面收缩率ψ %,冲击吸收能量KV2 J,,,,,,,,,,
d≤60,#NAME?,500~650,≥300,≥20,-,≥27,,,,,,,,,,
d≤60,#NAME?,500~650,≥300,≥22,≥45,≥55,,,,,,,,,,
60<d≤150,#NAME?,500~650,≥300,≥22,≥45,≥39,,,,,,,,,,
美国UNS,H15260,,,,,,,,,,,,,,,
SAE  钢号,1526H,,,,,,Ni,Mo,更多,,,,,,,
对应标准,SAE J 1268-2010 碳素和合金工字钢用保证淬透性钢带,,,,,,-,-,Cr+Mo+Ni： ≤0.63,,,,,,,
归类,碳钢,,,,,,0.4,0.1,Cr+Mo+Ni： ≤0.63,,,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,,
最小值,0.21,0.15,1,-,-,,,,,,,,,,,
最大值,0.3,0.35,1.5,0.03,0.05,,,,,,,,,,,
牌号,T7,,,,,,,,,,,,,,,
对应标准,YB /T 5058-2005 弹簧钢、工具钢冷轧钢带,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,,,,,,,,,,
最小值,0.65,-,-,-,-,-,,,,,,,,,,
最大值,0.74,0.35,0.4,0.035,0.03,0.25,,,,,,,,,,
厚度 t mm,抗拉强度σb Mpa,延伸率δ %,,,,,,,,,,,,,,
t≤1.5，退火钢带,≤635,≥20,,,,,,,,,,,,,,
t＞1.5，退火钢带,≤735,≥15,,,,,,,,,,,,,,
冷硬钢带,735~1175,,,,,,,,,,,,,,,
牌号,C30EC,,,,,,,,,,,,,,,
对应标准,ISO 4954-2018 冷镦和冷挤压用钢,,,,,,Ni,Cu,,,,,,,,
归类,碳钢,,,,,,-,-,,,,,,,,
成分,C,Si,Mn,P,S,Cu,0.2,0.3,,,,,,,,
最小值,0.27,-,0.5,-,-,-,,,,,,,,,,
最大值,0.33,0.3,0.8,0.025,0.025,0.25,,,,,,,,,,
牌号,C45,,,,,,,,,,,,,,,
德国W-Nr.,1.0503,,,,,,,,,,,,,,,
对应标准,DIN 17200-1987 调质钢材的供货技术条件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,优质非合金钢,,,,,,,,,,,,,,,
说明,① 该牌号（维氏硬度295~350 HV10）是制造DIN 6916 - 1989 钢结构高强度螺栓连接—圆垫圈、DIN 6917 - 1989 钢结构工字钢用高强度螺栓连接用方形垫圈、 DIN 6918 - 1990 用于槽钢的钢结构高强度螺栓用方垫圈、 DIN 6924 - 1987 非金属嵌件锁紧厚六角螺母的材料之一 本标准适用于： ——半成品，例如：初轧坯、扁钢坯、棒料坯。 ——热轧钢 ——热轧或锻造钢棒（圆钢、四方钢、六角钢、八角钢和扁钢） ——热轧宽钢带 ——热轧或冷轧钢板和钢带 ——自由锻锻件和模锻锻件,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Pb *,,,,,,,,,,
最小值,0.42,-,0.5,-,-,0.15,,,,,,,,,,
最大值,0.5,0.4,0.8,0.045,0.045,0.33,,,,,,,,,,
条件,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,断面收缩率ψ %,硬度 HBW,,,,,,,,,,
钢材;所有尺寸,软化退火(G),,,,,≤207,,,,,,,,,,
钢材;d≤16,调质(V),700~850,≥500,≥14,≥30,,,,,,,,,,,
钢材;16<d≤40,调质(V),650~800,≥430,≥16,≥35,,,,,,,,,,,
钢材;40<d≤100,调质(V),630~780,≥370,≥17,≥40,,,,,,,,,,,
棒材;16<d≤100,正火(N),590~740,≥335,,≥17,,,,,,,,,,,
扁钢;d≤16,正火(N),580~770,≥340,,纵向≥17,,,,,,,,,,,
扁钢;16<d≤100,正火(N),580~770,≥305,,≥17,,,,,,,,,,,
扁钢;100<d≤160,正火(N),560~750,≥275,,≥15,,,,,,,,,,,
牌号,E295,,,,,,,,,,,,,,,
德国W-Nr.,1.005,,,,,,,,,,,,,,,
对应标准,DIN EN 10025-2-2019 热轧结构钢产品 - 第2部分：非合金结构钢的交货技术条件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,不允许沸腾钢,,,,,,,,,,,,,,,
说明,①本标准说明了扁长产品及半成品的技术供货条件，规定了明确的供货条款下，按照化学成分表及机械性能表中给出热轧非合金优质钢平板和长形产品的组别和等级。此标准也对三种工程类用钢做了补充说明。此标准不适用于中空型材结构和管材。 ②本技术供货条件适用于： ——对于S460JR、J0、J2、K2和S500J0的长形产品，厚度为≥3mm和≤150mm; ——对于质量级别JR、J0、J2和K2的板材产品，厚度≤400mm; ——对于其他强度等级和质量级别的板材和长形产品，厚度≤250mm。 ③除在+N(正火状态)条件下供货的产品外，此标准中说明的钢制品未经热处理。允许进行消除应力退火。在+N条件下供货的产品可进行热成形和/或供货后正火。 ④按照此标准要求转换成轧制品的半成品需要按照订货时的协议。化学成分需要在订货时协商确定，但是也应该在化学成分表的范围内。 ⑤对于特殊要求的等级和产品形式应在订货时做出说明。,,,,,,,,,,,,,,,
密度,7.85 g/cm3,,,,,,,,,,,,,,,
成分,P,S,N,,,,,,,,,,,,,
最小值,-,-,-,,,,,,,,,,,,,
最大值,0.045,0.045,0.012,,,,,,,,,,,,,
条件,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,,,,,,,,,,,,,
长材和扁平材; 1<t≤1.5,490~660,≥295,≥13,,,,,,,,,,,,,
长材和扁平材; 1.5<t≤2,490~660,≥295,≥14,,,,,,,,,,,,,
长材和扁平材; 2<t≤2.5,490~660,≥295,≥15,,,,,,,,,,,,,
